,name,company,year,Price,kms_driven,fuel_type
3189,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel
3190,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel
3191,Tata Indigo eCS,Tata,2016,130000,150000,Diesel
3192,Chevrolet Beat LS,Chevrolet,2014,189000,31000,Diesel
3193,Mahindra Xylo E8,Mahindra,2011,365000,43000,Diesel
3194,Hyundai Eon D,Hyundai,2013,170000,20000,Petrol
3195,Tata Sumo Gold,Tata,2013,215000,100000,Petrol
3196,Tata Nano,Tata,2013,60000,7000,Petrol
3197,Hyundai Elite i20,Hyundai,2017,599999,31000,Petrol
3198,Hyundai i10 Magna,Hyundai,2009,400000,33000,Petrol
3199,Hyundai Creta,Hyundai,2016,900000,60000,Diesel
3200,Volkswagen Polo,Volkswagen,2013,299999,48000,Diesel
3201,Maruti Suzuki Dzire,Maruti,2014,374999,33000,Petrol
3202,Tata Bolt XM,Tata,2015,600000,15000,Petrol
3203,Maruti Suzuki Alto,Maruti,2005,70000,47000,Petrol
3204,Maruti Suzuki Alto,Maruti,2005,100000,40000,Petrol
3205,Maruti Suzuki Ritz,Maruti,2010,150000,38000,Diesel
3206,Maruti Suzuki Alto,Maruti,2017,225000,12500,Petrol
3207,Maruti Suzuki Dzire,Maruti,2009,210000,42000,Petrol
3208,Hyundai i20 Asta,Hyundai,2014,425000,31000,Petrol
3209,Maruti Suzuki Swift,Maruti,2008,162000,60000,Diesel
3210,Tata Indica V2,Tata,2005,60000,80000,Diesel
3211,Mahindra Scorpio VLX,Mahindra,2014,650000,77000,Diesel
3212,Toyota Innova 2.5,Toyota,2012,750000,75000,Diesel
3213,Mahindra Xylo E8,Mahindra,2010,375000,40000,Diesel
3214,Hyundai i20 Magna,Hyundai,2011,230000,47000,Petrol
3215,Maruti Suzuki Omni,Maruti,2000,35999,60000,Petrol
3216,Mahindra KUV100,Mahindra,2016,380000,26500,Petrol
3217,Mahindra KUV100 K8,Mahindra,2019,560000,2875,Petrol
3218,Datsun Go Plus,Datsun,2016,285000,13900,Petrol
3219,Ford Endeavor 4x4,Ford,2019,2900000,9000,Diesel
3220,Tata Indica V2,Tata,2005,39999,80000,Diesel
3221,Hyundai Santro Xing,Hyundai,2006,85000,60000,Petrol
3222,Maruti Suzuki Wagon,Maruti,2016,395000,20000,Petrol
3223,Maruti Suzuki Swift,Maruti,2008,175000,58000,Diesel
3224,Maruti Suzuki Alto,Maruti,2019,400000,1500,Petrol
3225,Toyota Innova 2.5,Toyota,2011,750000,75000,Diesel
3226,Maruti Suzuki Alto,Maruti,2016,250000,2450,Petrol
3227,Maruti Suzuki Alto,Maruti,2019,425000,1625,Petrol
3228,Volkswagen Polo Highline1.2L,Volkswagen,2017,525000,45000,Petrol
3229,Mahindra Logan,Mahindra,2009,130000,65000,Diesel
3230,Maruti Suzuki 800,Maruti,2000,30000,33400,Petrol
3231,Mahindra Scorpio,Mahindra,2011,475000,60123,Diesel
3232,Chevrolet Sail 1.2,Chevrolet,2013,300000,28000,Petrol
3233,Hyundai Santro AE,Hyundai,2003,60000,70000,Petrol
3234,Maruti Suzuki Wagon,Maruti,2006,100000,7000,Petrol
3235,Hyundai Eon,Hyundai,2018,260000,25000,Petrol
3236,Tata Manza,Tata,2015,100000,100000,Diesel
3237,Toyota Etios G,Toyota,2013,265000,42000,Petrol
3238,Hyundai Getz Prime,Hyundai,2009,115000,20000,Petrol
3239,Toyota Qualis,Toyota,2003,180000,100000,Diesel
3240,Hyundai Santro Xing,Hyundai,2004,45000,137495,Petrol
3241,Tata Indica eV2,Tata,2016,50500,91200,Diesel
3242,Honda City 1.5,Honda,2009,270000,55000,Petrol
3243,Tata Zest XE,Tata,2017,290000,120000,Diesel
3244,Mahindra Quanto C4,Mahindra,2013,325000,63000,Diesel
3245,Tata Indigo eCS,Tata,2016,160000,104000,Diesel
3246,Maruti Suzuki Swift,Maruti,2016,350000,146000,Diesel
3247,Hyundai Elite i20,Hyundai,2011,290000,40000,Petrol
3248,Hyundai i20 Select,Hyundai,2011,290000,40000,Petrol
3249,Chevrolet Tavera Neo,Chevrolet,2007,465000,100800,Diesel
3250,Maruti Suzuki Dzire,Maruti,2016,325000,150000,Diesel
3251,Hyundai Elite i20,Hyundai,2018,510000,2100,Petrol
3252,Honda City VX,Honda,2016,860000,95000,Petrol
3253,Maruti Suzuki Dzire,Maruti,2016,450000,2500,Diesel
3254,Hyundai Getz,Hyundai,2006,125000,80000,Petrol
3255,Mercedes Benz C,Mercedes,2006,500001,15000,Petrol
3256,Maruti Suzuki Alto,Maruti,2005,95000,65000,Petrol
3257,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel
3258,Skoda Fabia,Skoda,2009,110000,45000,Petrol
3259,Maruti Suzuki Ritz,Maruti,2011,270000,50000,Petrol
3260,Tata Indica V2,Tata,2009,110000,30000,Diesel
3261,Toyota Corolla Altis,Toyota,2009,300000,132000,Petrol
3262,Tata Zest XM,Tata,2018,260000,27000,Diesel
3263,Mahindra Quanto C8,Mahindra,2013,390000,40000,Diesel
3264,Hyundai Santro Xing,Hyundai,2007,80000,45000,Petrol
3265,Mahindra Jeep CL550,Mahindra,2006,425000,40,Diesel
3266,Hyundai Grand i10,Hyundai,2014,325000,28000,Petrol
3267,Ford EcoSport Titanium,Ford,2014,575000,36000,Diesel
3268,Ford Figo,Ford,2012,175000,41000,Diesel
3269,Hyundai Eon,Hyundai,2013,190000,25000,Petrol
3270,Ford EcoSport Ambiente,Ford,2016,830000,24530,Diesel
3271,Maruti Suzuki Alto,Maruti,2015,250000,60000,Petrol
3272,Skoda Fabia Classic,Skoda,2010,182000,60000,Petrol
3273,Maruti Suzuki Stingray,Maruti,2015,315000,30000,Petrol
3274,Hyundai Elite i20,Hyundai,2014,415000,32000,Petrol
3275,Mahindra Scorpio SLE,Mahindra,2015,320000,48660,Diesel
3276,Hyundai Santro Xing,Hyundai,2007,80000,45000,Petrol
3277,Mahindra Jeep CL550,Mahindra,2006,425000,40,Diesel
3278,Audi A8,Audi,2017,1000000,4000,Petrol
3279,Audi Q7,Audi,2014,500000,16934,Diesel
3280,Mahindra Scorpio S10,Mahindra,2016,350000,43000,Diesel
3281,Maruti Suzuki Alto,Maruti,2014,160000,35550,Petrol
3282,Mahindra Scorpio S10,Mahindra,2016,350000,43000,Diesel
3283,Mahindra Scorpio S10,Mahindra,2016,310000,39522,Diesel
3284,Maruti Suzuki Alto,Maruti,2015,75000,39000,Petrol
3285,Hyundai i20 Sportz,Hyundai,2012,100000,55000,Petrol
3286,Hyundai i20 Sportz,Hyundai,2012,100000,55000,Petrol
3287,Hyundai i20 Sportz,Hyundai,2012,100000,55000,Petrol
3288,Maruti Suzuki Alto,Maruti,2017,190000,72000,Petrol
3289,Maruti Suzuki Vitara,Maruti,2016,290000,15975,Diesel
3290,Maruti Suzuki Alto,Maruti,2008,95000,70000,Petrol
3291,Mahindra Bolero DI,Mahindra,2017,180000,23452,Diesel
3292,Maruti Suzuki Swift,Maruti,2014,385000,35522,Diesel
3293,Mahindra Scorpio S10,Mahindra,2015,250000,48508,Diesel
3294,Maruti Suzuki Swift,Maruti,2017,180000,15487,Petrol
3295,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
3296,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
3297,Toyota Innova 2.0,Toyota,2012,650000,82000,Diesel
3298,Renault Lodgy 85,Renault,2018,689999,20000,Diesel
3299,Skoda Yeti Ambition,Skoda,2012,448000,68000,Diesel
3300,Maruti Suzuki Baleno,Maruti,2017,549000,32000,Diesel
3301,Renault Duster 110,Renault,2012,501000,38000,Diesel
3302,Renault Duster 85,Renault,2013,489999,27000,Diesel
3303,Honda City 1.5,Honda,2011,280000,33000,Petrol
3304,Maruti Suzuki Alto,Maruti,2015,250000,60000,Petrol
3305,Maruti Suzuki Dzire,Maruti,2013,349999,46000,Diesel
3306,Honda Amaze,Honda,2013,284999,46000,Diesel
3307,Honda Amaze 1.5,Honda,2015,345000,36000,Diesel
3308,Honda City,Honda,2015,499999,55000,Petrol
3309,Datsun Redi GO,Datsun,2017,235000,16000,Petrol
3310,Maruti Suzuki SX4,Maruti,2010,249999,36000,Petrol
3311,Mitsubishi Pajero Sport,Mitsubishi,2015,1475000,47000,Diesel
3312,Mahindra Bolero DI,Mahindra,2017,180000,23452,Diesel
3313,Maruti Suzuki Swift,Maruti,2014,385000,35522,Diesel
3314,Mahindra Scorpio S10,Mahindra,2015,250000,48508,Diesel
3315,Maruti Suzuki Swift,Maruti,2017,180000,15487,Petrol
3316,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
3317,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
3318,Mahindra Scorpio S10,Mahindra,2015,395000,35000,Diesel
3319,Maruti Suzuki Swift,Maruti,2017,220000,30874,Petrol
3320,Honda City ZX,Honda,2017,170000,15000,Diesel
3321,Maruti Suzuki Wagon,Maruti,2013,85000,29685,Petrol
3322,Ford Figo,Ford,2012,175000,41000,Diesel
3323,Hyundai Eon,Hyundai,2013,190000,25000,Petrol
3324,Tata Indigo eCS,Tata,2017,200000,130000,Diesel
3325,Ford EcoSport Ambiente,Ford,2016,830000,24530,Diesel
3326,Tata Indigo eCS,Tata,2017,200000,130000,Diesel
3327,Mahindra Scorpio SLE,Mahindra,2012,570000,19000,Diesel
3328,Volkswagen Polo Highline,Volkswagen,2014,315000,60000,Petrol
3329,Skoda Fabia Classic,Skoda,2010,182000,60000,Petrol
3330,Maruti Suzuki Stingray,Maruti,2015,315000,30000,Petrol
3331,Chevrolet Spark LS,Chevrolet,2010,110000,41000,Petrol
3332,Renault Duster 110PS,Renault,2012,501000,35000,Diesel
3333,Honda City,Honda,2015,448999,54000,Petrol
3334,Mini Cooper S,Mini,2013,1891111,13000,Petrol
3335,Datsun Redi GO,Datsun,2017,235000,16000,Petrol
3336,Skoda Fabia 1.2L,Skoda,2011,159500,38200,Diesel
3337,Honda Amaze,Honda,2015,344999,22000,Petrol
3338,Honda Amaze,Honda,2015,344999,22000,Petrol
3339,Renault Duster,Renault,2014,449999,50000,Diesel
3340,Mini Cooper S,Mini,2013,1891111,13500,Petrol
3341,Mahindra Scorpio S4,Mahindra,2015,865000,30000,Diesel
3342,Mahindra Scorpio VLX,Mahindra,2014,699000,50000,Diesel
3343,Mahindra Quanto C8,Mahindra,2013,375000,20000,Diesel
3344,Ford EcoSport,Ford,2017,489999,39000,Petrol
3345,Honda Brio,Honda,2012,224999,30000,Petrol
3346,Volkswagen Vento Highline,Volkswagen,2019,1200000,3600,Diesel
3347,Hyundai i20 Magna,Hyundai,2009,195000,32000,Petrol
3348,Toyota Corolla Altis,Toyota,2010,351000,38000,Diesel
3349,Hyundai Verna Transform,Hyundai,2008,160000,45000,Petrol
3350,Toyota Corolla Altis,Toyota,2009,240000,35000,Petrol
3351,Honda City 1.5,Honda,2005,90000,50000,Petrol
3352,Hyundai Elite i20,Hyundai,2014,415000,32000,Petrol
3353,Skoda Fabia 1.2L,Skoda,2011,155000,45863,Diesel
3354,BMW 3 Series,BMW,2011,600000,60500,Petrol
3355,Maruti Suzuki A,Maruti,2011,189500,12500,Petrol
3356,Toyota Etios GD,Toyota,2013,350000,60000,Diesel
3357,Ford Figo Diesel,Ford,2012,210000,35000,Diesel
3358,Maruti Suzuki Swift,Maruti,2014,390000,35000,Petrol
3359,Chevrolet Beat LT,Chevrolet,2012,135000,45000,Diesel
3360,BMW 7 Series,BMW,2009,1600000,35000,Petrol
3361,Mahindra XUV500 W8,Mahindra,2013,701000,38000,Diesel
3362,Hyundai i10 Magna,Hyundai,2014,265000,18000,Petrol
3363,Hyundai Verna Fluidic,Hyundai,2015,525000,35000,Diesel
3364,Maruti Suzuki Swift,Maruti,2013,372000,13349,Petrol
3365,Maruti Suzuki Ertiga,Maruti,2016,635000,29000,Petrol
3366,Ford EcoSport Titanium,Ford,2014,550000,44000,Diesel
3367,Maruti Suzuki Ertiga,Maruti,2016,575000,29000,Petrol
3368,Maruti Suzuki Ertiga,Maruti,2013,485000,42000,Diesel
3369,Maruti Suzuki Alto,Maruti,2012,155000,14000,Petrol
3370,Hyundai Grand i10,Hyundai,2014,345000,49000,Diesel
3371,Honda Amaze 1.2,Honda,2014,325000,42000,Petrol
3372,Hyundai i20 Asta,Hyundai,2012,329500,36200,Diesel
3373,Ford Figo Diesel,Ford,2014,195000,50000,Diesel
3374,Maruti Suzuki Eeco,Maruti,2015,251111,55000,Petrol
3375,Maruti Suzuki Ertiga,Maruti,2014,569999,45000,Petrol
3376,Maruti Suzuki Esteem,Maruti,2007,69999,51000,Petrol
3377,Maruti Suzuki Ritz,Maruti,2014,299999,19000,Petrol
3378,Maruti Suzuki Dzire,Maruti,2009,220000,46000,Petrol
3379,Maruti Suzuki Ritz,Maruti,2013,399999,33000,Diesel
3380,Maruti Suzuki Swift,Maruti,2013,372000,13349,Petrol
3381,Maruti Suzuki Dzire,Maruti,2015,450000,104000,Diesel
3382,Toyota Etios Liva,Toyota,2014,270000,55000,Petrol
3383,Hyundai i20 Sportz,Hyundai,2011,350000,33333,Diesel
3384,Chevrolet Spark,Chevrolet,2012,158400,33600,Petrol
3385,Maruti Suzuki Alto,Maruti,2017,350000,5600,Petrol
3386,Nissan Micra XV,Nissan,2011,179000,41000,Petrol
3387,Maruti Suzuki Swift,Maruti,2007,125000,70000,Petrol
3388,Maruti Suzuki Alto,Maruti,2018,200000,7500,Petrol
3389,Honda Amaze 1.5,Honda,2013,299000,45000,Diesel
3390,Maruti Suzuki Alto,Maruti,2015,220000,38000,Petrol
3391,Chevrolet Beat,Chevrolet,2015,150000,30000,Petrol
3392,Honda City 1.5,Honda,2010,285000,35000,Petrol
3393,Ford EcoSport Trend,Ford,2016,830000,24330,Diesel
3394,Hyundai i20 Asta,Hyundai,2009,210000,65480,Petrol
3395,Maruti Suzuki Swift,Maruti,2013,340000,41000,Petrol
3396,Tata Indica V2,Tata,2006,90000,20000,Petrol
3397,Hindustan Motors Ambassador,Hindustan,2000,70000,200000,Diesel
3398,Toyota Corolla Altis,Toyota,2010,289999,70000,Petrol
3399,Toyota Corolla Altis,Toyota,2012,349999,59000,Petrol
3400,Toyota Innova 2.5,Toyota,2012,849999,99000,Diesel
3401,Volkswagen Jetta Highline,Volkswagen,2014,749999,46000,Diesel
3402,Volkswagen Polo Comfortline,Volkswagen,2015,399999,2800,Petrol
3403,Volkswagen Polo,Volkswagen,2014,274999,32000,Petrol
3404,Mahindra Scorpio,Mahindra,2015,984999,22000,Diesel
3405,Renault Duster,Renault,2014,449999,50000,Diesel
3406,Honda Amaze,Honda,2015,344999,22000,Petrol
3407,Nissan Sunny,Nissan,2012,224999,45000,Petrol
3408,Hyundai Elite i20,Hyundai,2018,599999,21000,Petrol
3409,Renault Kwid,Renault,2016,244999,11000,Petrol
3410,Renault Duster,Renault,2013,399999,41000,Diesel
3411,Ford EcoSport,Ford,2017,489999,39000,Petrol
3412,Renault Duster,Renault,2014,474999,50000,Diesel
3413,Mahindra Scorpio VLX,Mahindra,2011,499999,66000,Diesel
3414,Maruti Suzuki Alto,Maruti,2018,310000,3000,Petrol
3415,Chevrolet Spark LT,Chevrolet,2010,85000,45000,Petrol
3416,Datsun Redi GO,Datsun,2016,245000,7000,Petrol
3417,Maruti Suzuki Swift,Maruti,2010,189500,38500,Diesel
3418,Fiat Punto Emotion,Fiat,2012,169500,37200,Diesel
3419,Maruti Suzuki Swift,Maruti,2010,159500,43200,Diesel
3420,Toyota Etios GD,Toyota,2013,275000,24800,Petrol
3421,Hyundai i20 Sportz,Hyundai,2014,370000,60000,Diesel
3422,Hyundai i10 Sportz,Hyundai,2010,168000,45872,Petrol
3423,Chevrolet Beat LT,Chevrolet,2011,150000,40000,Diesel
3424,Chevrolet Beat LS,Chevrolet,2011,145000,45000,Diesel
3425,Chevrolet Beat LT,Chevrolet,2012,98500,38000,Diesel
3426,Mahindra Scorpio VLX,Mahindra,2014,699000,50000,Diesel
3427,Tata Indigo CS,Tata,2011,85000,11400,Diesel
3428,Toyota Corolla Altis,Toyota,2015,575000,42000,Petrol
3429,Honda City 1.5,Honda,2014,549000,39000,Petrol
3430,Maruti Suzuki Swift,Maruti,2011,209000,47000,Diesel
3431,Hyundai Eon Era,Hyundai,2013,185000,27000,Petrol
3432,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
3433,Mahindra XUV500,Mahindra,2014,699999,52000,Diesel
3434,Honda Brio,Honda,2012,224999,30000,Petrol
3435,Ford Fiesta,Ford,2011,274999,55000,Diesel
3436,Honda Amaze,Honda,2013,284999,46000,Diesel
3437,Honda City,Honda,2015,599999,30000,Diesel
3438,Maruti Suzuki Wagon,Maruti,2012,199999,44000,Petrol
3439,Honda City,Honda,2014,544999,45000,Diesel
3440,Hyundai i20,Hyundai,2009,199000,31000,Petrol
3441,Tata Indigo eCS,Tata,2016,320000,175430,Diesel
3442,Hyundai Fluidic Verna,Hyundai,2015,540000,38000,Diesel
3443,Mahindra Quanto C8,Mahindra,2013,340000,37000,Diesel
3444,Fiat Petra ELX,Fiat,2008,75000,65000,Petrol
3445,Skoda Fabia 1.2L,Skoda,2011,159500,38200,Diesel
3446,Mini Cooper S,Mini,2013,1891111,13000,Petrol
3447,Hyundai Santro Xing,Hyundai,2005,49000,7500,Petrol
3448,Maruti Suzuki Ciaz,Maruti,2016,700000,3350,Petrol
3449,Maruti Suzuki Zen,Maruti,2000,55000,60000,Petrol
3450,Honda City,Honda,2015,448999,54000,Petrol
3451,Hyundai Creta 1.6,Hyundai,2017,895000,32000,Petrol
3452,Mahindra Scorpio SLX,Mahindra,2007,355000,75000,Diesel
3453,Mahindra Scorpio SLE,Mahindra,2012,565000,62000,Diesel
3454,Toyota Innova 2.5,Toyota,2006,365000,73000,Diesel
3455,Maruti Suzuki Alto,Maruti,2011,145000,41000,Petrol
3456,Maruti Suzuki Wagon,Maruti,2011,210000,35000,Petrol
3457,Tata Nano Cx,Tata,2013,40000,2200,Petrol
3458,Maruti Suzuki Alto,Maruti,2013,125000,39000,Petrol
3459,Maruti Suzuki Wagon,Maruti,2009,135000,45000,Petrol
3460,Maruti Suzuki Swift,Maruti,2006,135000,45000,Petrol
3461,Tata Sumo Victa,Tata,2012,285000,65000,Diesel
3462,Maruti Suzuki Wagon,Maruti,2010,145000,54870,Petrol
3463,Maruti Suzuki Alto,Maruti,2010,135000,34580,Petrol
3464,Volkswagen Passat Diesel,Volkswagen,2009,450000,97000,Diesel
3465,Renault Scala RxL,Renault,2015,375000,25000,Diesel
3466,Mahindra Quanto C8,Mahindra,2013,375000,20000,Diesel
3467,Hyundai Grand i10,Hyundai,2014,365000,20000,Petrol
3468,Hyundai i20 Active,Hyundai,2015,500000,18000,Petrol
3469,Mahindra Xylo E4,Mahindra,2012,400000,35000,Diesel
3470,Mahindra Jeep MM,Mahindra,2019,390000,60,Diesel
3471,Renault Duster 110PS,Renault,2012,501000,35000,Diesel
3472,Mahindra Bolero SLE,Mahindra,2013,330000,80200,Diesel
3473,Force Motors Force,Force,2015,580000,3200,Diesel
3474,Maruti Suzuki SX4,Maruti,2012,265000,46000,Diesel
3475,Mahindra Jeep CL550,Mahindra,2019,379000,0,Diesel
3476,Maruti Suzuki Alto,Maruti,2015,219000,5000,Petrol
3477,Mahindra Jeep CL550,Mahindra,2018,385000,588,Diesel
3478,Toyota Etios,Toyota,2011,275000,36000,Diesel
3479,Volkswagen Polo,Volkswagen,2015,330000,38000,Diesel
3480,Honda City ZX,Honda,2008,110000,45000,Petrol
3481,Maruti Suzuki Wagon,Maruti,2006,80000,71200,Petrol
3482,Honda City VX,Honda,2016,519000,52000,Diesel
3483,Mahindra Thar CRDe,Mahindra,2016,730000,29000,Diesel
3484,Mitsubishi Pajero Sport,Mitsubishi,2015,1475000,47000,Diesel
3485,Audi A4 1.8,Audi,2009,699000,47000,Petrol
3486,Mercedes Benz GLA,Mercedes,2015,2000000,20000,Diesel
3487,Land Rover Freelander,Land,2015,2100000,30000,Diesel
3488,Renault Kwid RXT,Renault,2017,340000,5000,Petrol
3489,Tata Aria Pleasure,Tata,2014,390000,35000,Diesel
3490,Mercedes Benz B,Mercedes,2014,1400000,31000,Petrol
3491,Datsun GO T,Datsun,2016,245000,7000,Petrol
3492,Tata Indigo eCS,Tata,2016,320000,175430,Diesel
3493,Tata Indigo eCS,Tata,2016,320000,175400,Diesel
3494,Honda Jazz VX,Honda,2016,450000,41000,Petrol
3495,Honda Amaze 1.2,Honda,2014,311000,33000,Petrol
3496,Honda Amaze,Honda,2013,284999,46000,Diesel
3497,Honda City,Honda,2012,399999,45000,Petrol
3498,Honda City,Honda,2015,599999,39000,Diesel
3499,Honda Amaze,Honda,2015,344999,22000,Petrol
3500,Audi A4 1.8,Audi,2009,699000,47000,Petrol
3501,Force Motors Force,Force,2015,580000,3200,Diesel
3502,Mahindra Scorpio S4,Mahindra,2015,855000,30000,Diesel
3503,Hyundai i20 Active,Hyundai,2015,535000,37000,Diesel
3504,Mini Cooper S,Mini,2013,1891111,13000,Petrol
3505,Maruti Suzuki Ciaz,Maruti,2017,699000,14000,Petrol
3506,Chevrolet Tavera Neo,Chevrolet,2013,375000,55000,Diesel
3507,Honda Amaze,Honda,2013,284999,46000,Diesel
3508,Hyundai Eon Sportz,Hyundai,2012,178000,30000,Petrol
3509,Tata Sumo Gold,Tata,2013,300000,50000,Diesel
3510,Maruti Suzuki Wagon,Maruti,2003,90000,45000,Petrol
3511,Maruti Suzuki Esteem,Maruti,2006,95000,45000,Petrol
3512,Maruti Suzuki Eeco,Maruti,2015,255000,9300,Petrol
3513,Chevrolet Enjoy 1.4,Chevrolet,2013,245000,55000,Diesel
3514,Hyundai i20 Asta,Hyundai,2012,329500,36200,Diesel
3515,Ford Figo Diesel,Ford,2014,195000,50000,Diesel
3516,Maruti Suzuki Eeco,Maruti,2015,251111,55000,Petrol
3517,Maruti Suzuki Ertiga,Maruti,2014,569999,45000,Petrol
3518,Maruti Suzuki Esteem,Maruti,2007,69999,51000,Petrol
3519,Maruti Suzuki Ritz,Maruti,2014,299999,19000,Petrol
3520,Maruti Suzuki Dzire,Maruti,2009,220000,46000,Petrol
3521,Maruti Suzuki Ritz,Maruti,2013,399999,33000,Diesel
3522,Maruti Suzuki SX4,Maruti,2010,249999,36000,Petrol
3523,Maruti Suzuki Wagon,Maruti,2015,289999,22000,Petrol
3524,Mini Cooper S,Mini,2013,1891111,13500,Petrol
3525,Nissan Terrano XL,Nissan,2015,499999,60000,Diesel
3526,Renault Duster 85,Renault,2013,489999,27000,Diesel
3527,Renault Duster 85,Renault,2014,489999,59000,Diesel
3528,Renault Duster 85,Renault,2015,549999,19000,Diesel
3529,Maruti Suzuki Dzire,Maruti,2013,380000,30000,Petrol
3530,Renault Kwid RXT,Renault,2018,325000,15000,Petrol
3531,Maruti Suzuki Maruti,Maruti,2003,57000,56758,Petrol
3532,Renault Kwid 1.0,Renault,2018,349999,10000,Petrol
3533,Renault Lodgy 85,Renault,2018,689999,20000,Diesel
3534,Renault Scala RxL,Renault,2014,349999,49000,Diesel
3535,Hyundai Grand i10,Hyundai,2014,410000,41000,Petrol
3536,Maruti Suzuki Swift,Maruti,2011,225000,45000,Petrol
3537,Chevrolet Beat LS,Chevrolet,2010,120000,43000,Petrol
3538,Tata Indigo eCS,Tata,2016,320000,175430,Diesel
3539,Hyundai Santro Xing,Hyundai,2000,59000,56450,Petrol
3540,Hyundai Fluidic Verna,Hyundai,2015,540000,38000,Diesel
3541,Chevrolet Beat LS,Chevrolet,2010,80000,56000,Petrol
3542,Mahindra Quanto C8,Mahindra,2013,340000,37000,Diesel
3543,Fiat Petra ELX,Fiat,2008,75000,65000,Petrol
3544,Chevrolet Beat LS,Chevrolet,2015,220000,32700,Petrol
3545,Skoda Fabia 1.2L,Skoda,2011,159500,38200,Diesel
3546,Ford EcoSport Titanium,Ford,2016,599000,30000,Diesel
3547,Hyundai Accent GLX,Hyundai,2006,80000,56000,Petrol
3548,Mahindra TUV300 T4,Mahindra,2016,675000,9000,Diesel
3549,Mini Cooper S,Mini,2013,1891111,13000,Petrol
3550,Mini Cooper S,Mini,2013,1891111,13000,Petrol
3551,Tata Indica V2,Tata,2008,150000,11000,Petrol
3552,Mini Cooper S,Mini,2013,1891111,13000,Petrol
3553,Tata Indigo CS,Tata,2009,72500,46000,Diesel
3554,Maruti Suzuki Swift,Maruti,2019,610000,73,Petrol
3555,Mahindra Scorpio VLX,Mahindra,2004,230000,160000,Diesel
3556,Honda Accord,Honda,2009,175000,58559,Petrol
3557,Mahindra Scorpio S4,Mahindra,2015,855000,30000,Diesel
3558,Chevrolet Tavera Neo,Chevrolet,2013,375000,55000,Diesel
3559,Ford EcoSport Titanium,Ford,2014,520000,57000,Diesel
3560,Maruti Suzuki Ertiga,Maruti,2015,524999,50000,Diesel
3561,Honda Amaze,Honda,2014,299999,37000,Petrol
3562,Maruti Suzuki Dzire,Maruti,2012,299999,40000,Petrol
3563,Honda City,Honda,2011,284999,55000,Petrol
3564,Mahindra Scorpio 2.6,Mahindra,2007,220000,170000,Diesel
3565,Maruti Suzuki Dzire,Maruti,2014,424999,55000,Diesel
3566,Honda City,Honda,2015,644999,39000,Petrol
3567,Honda Mobilio,Honda,2014,399999,44000,Petrol
3568,Toyota Corolla Altis,Toyota,2009,199999,65000,Petrol
3569,Honda City,Honda,2014,584999,39000,Petrol
3570,Skoda Laura,Skoda,2012,349999,44000,Diesel
3571,Renault Duster,Renault,2015,449999,49000,Diesel
3572,Maruti Suzuki Ertiga,Maruti,2018,799999,9000,Diesel
3573,Maruti Suzuki Dzire,Maruti,2015,444999,45000,Diesel
3574,Mahindra XUV500,Mahindra,2014,649999,47000,Diesel
3575,Hyundai Verna Fluidic,Hyundai,2012,444999,40000,Diesel
3576,Maruti Suzuki Vitara,Maruti,2016,689999,29000,Diesel
3577,Maruti Suzuki Wagon,Maruti,2016,344999,15000,Petrol
3578,Mahindra Scorpio,Mahindra,2015,944999,45000,Diesel
3579,Honda Amaze,Honda,2014,274999,35000,Petrol
3580,Mahindra XUV500,Mahindra,2013,689999,80000,Diesel
3581,Mahindra Scorpio,Mahindra,2013,574999,68000,Diesel
3582,Skoda Laura,Skoda,2013,374999,50000,Diesel
3583,Volkswagen Polo,Volkswagen,2010,199999,60000,Diesel
3584,Hyundai Elite i20,Hyundai,2016,549999,9000,Petrol
3585,Tata Manza Aura,Tata,2012,130000,72000,Diesel
3586,Chevrolet Sail UVA,Chevrolet,2013,210000,60000,Petrol
3587,Renault Duster 110,Renault,2012,501000,38000,Diesel
3588,Hyundai Verna Fluidic,Hyundai,2013,401000,45000,Diesel
3589,Audi A4 2.0,Audi,2012,1350000,40000,Diesel
3590,Hyundai Elantra SX,Hyundai,2013,600000,20000,Petrol
3591,Mahindra Scorpio VLX,Mahindra,2013,610000,35000,Diesel
3592,Mahindra KUV100 K8,Mahindra,2016,400000,20000,Diesel
3593,Renault Scala RxL,Renault,2015,375000,25000,Diesel
3594,Mahindra Quanto C8,Mahindra,2013,375000,20000,Diesel
3595,Hyundai Grand i10,Hyundai,2014,365000,20000,Petrol
3596,Hyundai i20 Active,Hyundai,2015,500000,18000,Petrol
3597,Mahindra Xylo E4,Mahindra,2012,400000,35000,Diesel
3598,Hyundai Grand i10,Hyundai,2017,524999,6821,Petrol
3599,Hyundai i20,Hyundai,2014,449999,23000,Petrol
3600,Hyundai Eon,Hyundai,2014,174999,14000,Petrol
3601,Hyundai i10,Hyundai,2012,244999,38000,Petrol
3602,Hyundai i20 Active,Hyundai,2015,574999,35000,Diesel
3603,Datsun Redi GO,Datsun,2017,244999,22000,Petrol
